Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
	Reisdorf	Richard B.		P	MN01	2022	4/18/2022	8218652
	Reising	Jesse		C	IL13	2022	5/16/2022	10047369
	Reiss	Jonathan		C	CA25	2022	4/22/2022	10046287
	Revak	Joshua Carl		C	AK00	2022	6/16/2022	10049769
	Reyes	Arturo		D	HI01	2022	7/19/2022	8219097
	Reyes	Arturo Pacheo		C	HI01	2022	6/22/2022	8219036
	Richter	Ernest Harold		D	CA33	2022	4/8/2022	40003328
	Rider	Erin Christine		C	UT02	2022	5/8/2022	10047671
	Riedel	Craig		C	OH09	2022	4/1/2022	10044581
	Riesen	Cory		W	IN03	2022	3/7/2022	7831
	Riley	Josh		C	NY22	2022	5/16/2022	10047710
Mrs.	Rippel-Elton	Amy		D	OH12	2022	8/22/2022	8219192
	Rivera	Carlina		C	NY10	2022	7/2/2022	10049900
	Roberts	Dustin		C	OK02	2022	4/14/2022	10044737
	Roberts	John		C	AL05	2022	5/9/2022	10046252
Mr.	Roberts	Rusty L.		C	FL07	2022	5/13/2022	10048530
	Roberts	Sam		C	NY22	2022	5/13/2022	10048594
	Roberts	Steven C.		C	MO01	2022	5/10/2022	10047055
	Robertson	Mark		C	NV01	2022	4/17/2022	10046222
	Robinson	Gary Thomas		C	NC10	2022	3/27/2022	10044730
	Roca	Mariela		C	MD08	2022	6/13/2022	10048122
	Roca	Mariela		X	MD08	2022	6/6/2022	30017139
	Rodrigues	Hamilton Soares		C	MA08	2022	5/13/2022	10044742
Mr.	Rodriguez	Christopher		C	CA49	2022	5/9/2022	10047815
	Roe	Ann		C	WI01	2022	5/5/2022	10046638
	Rogensues	Angela		C	MI10	2022	6/15/2022	10046963
	Rogensues	Angela		X	MI10	2022	6/3/2022	30016845
Hon.	Rogers	Harold Dallas		P	KY05	2022	1/21/2022	8218543
Hon.	Rogers	Harold Dallas		P	KY05	2022	2/15/2022	8218569
Hon.	Rogers	Harold Dallas		P	KY05	2022	3/25/2022	8218620
Hon.	Rogers	Harold Dallas		P	KY05	2022	4/8/2022	8218642
Hon.	Rogers	Harold Dallas		P	KY05	2022	5/5/2022	8218698
Hon.	Rogers	Harold Dallas		P	KY05	2022	5/16/2022	8218757
Hon.	Rogers	Harold Dallas		P	KY05	2022	6/9/2022	8218933
Hon.	Rogers	Harold Dallas		P	KY05	2022	6/30/2022	8219057
Hon.	Rogers	Harold Dallas		P	KY05	2022	8/2/2022	8219135
	Rollins	Will		C	CA41	2022	5/5/2022	10047494
	Ronning	Penny		C	MT02	2022	5/16/2022	10047913
Mrs.	Rosario	Angelina Sigala		A	CA13	2022	8/28/2022	10050328
Mrs.	Rosario	Angelina Sigala		C	CA13	2022	8/28/2022	10050326
	Rose	Max		C	NY11	2022	5/15/2022	10048869
	Rosner	Terre Layng		C	IL01	2022	4/29/2022	10044755
	Ross	David Lewis		C	VA07	2022	5/12/2022	10047187
Hon.	Ross	Deborah K.		P	NC02	2022	1/8/2022	20020182
Hon.	Ross	Deborah K.		P	NC02	2022	2/19/2022	20020492
	Ross	Dennis		C	FL15	2022	5/16/2022	10047508
	Rottinghaus	Patrick Joseph		W	KY04	2022	3/8/2022	7832
Hon.	Rouda	Harley E.	Jr	W	CA48	2022	4/29/2022	7854
Hon.	Rouzer	David Cheston		P	NC07	2022	1/17/2022	20020237
Mr.	Ruiz	David B.		C	IN01	2022	1/30/2022	10044495
	Rusk	Ted		D	IN07	2022	3/2/2022	8218603
	Rusk	Ted		W	IN07	2022	4/8/2022	7835
	Russell	Ken		C	FL27	2022	7/22/2022	10049683
	Russell	Ken		X	FL27	2022	6/7/2022	8218992
Hon.	Rutherford	John		P	FL04	2022	3/16/2022	20020629
Hon.	Rutherford	John		P	FL04	2022	4/8/2022	20020753
Hon.	Rutherford	John		P	FL04	2022	4/19/2022	20020828
	Rutledge	Lorrie		D	MI13	2022	4/29/2022	40003334
	Rutsch	Edwin		C	CA08	2022	5/5/2022	10044722
	Ryan	Patrick		C	NY18	2022	7/24/2022	10049672
	Ryan	Patrick		X	NY18	2022	7/13/2022	30017439
	Sabatini	Anthony		C	FL07	2022	5/12/2022	10048275
	Saine	Lori A.		C	CO08	2022	5/16/2022	10048801
	Sakin	I. Michael		C	NY01	2022	3/16/2022	10044704
Mr.	Sakin	I. Michael		A	NY01	2022	3/20/2022	10044713
	Salas	Rudy		A	CA22	2022	5/18/2022	10049368
	Salas	Rudy		C	CA22	2022	5/17/2022	10047076
Hon.	Salazar	Maria Elvira		P	FL27	2022	6/10/2022	20021096
Hon.	Salazar	Maria Elvira		P	FL27	2022	7/22/2022	20021322
	Salinas	Andrea		C	OR06	2022	5/16/2022	10048360
Mr.	Samuels	Don		C	MN05	2022	6/9/2022	10048672
	Samuels	E. Benjamin		W	MO02	2022	6/8/2022	7878
	Samuels	E. Benjamin		X	MO02	2022	5/6/2022	30016378
Hon.	San Nicolas	Michael Fq		P	GU00	2022	7/18/2022	8219092
	Sanchez	Louie		C	NM01	2022	5/18/2022	8218768
	Sanford	Paul		C	AL05	2022	3/4/2022	8218526
	Saylor	Ryan		C	OH07	2022	3/30/2022	10044640
Hon.	Scanlon	Mary Gay		P	PA05	2022	8/12/2022	20009266
Hon.	Scanlon	Mary Gay		P	PA05	2022	8/26/2022	20021589
	Scauflaire	Takona Eileen		D	TX06	2022	2/18/2022	40003313
	Scheller	Lisa		C	PA07	2022	8/15/2022	10044773
	Scheller	Lisa		X	PA07	2022	6/7/2022	8218981
	Schiller	Chris		C	OK02	2022	5/16/2022	10048163
	Schiller	Chris		X	OK02	2022	6/3/2022	30017142
Ms.	Schiller	Margaret Ann		C	FL01	2022	7/19/2022	8219095
	Schmitt	Colin J.		C	NY18	2022	5/15/2022	10048383
Hon.	Schneider	Bradley S.		P	IL10	2022	3/17/2022	20020104
Hon.	Schneider	Bradley S.		P	IL10	2022	8/13/2022	20021496
	Scholten	Hillary		C	MI03	2022	5/16/2022	10046967
Hon.	Schrader	Kurt		P	OR05	2022	2/7/2022	8218557
Hon.	Schrader	Kurt		P	OR05	2022	2/7/2022	8218558
Hon.	Schrader	Kurt		P	OR05	2022	2/11/2022	8218564
Hon.	Schrader	Kurt		P	OR05	2022	3/2/2022	8218587
Hon.	Schrader	Kurt		P	OR05	2022	4/1/2022	8218628
Hon.	Schrader	Kurt		P	OR05	2022	4/5/2022	8218631
Hon.	Schrader	Kurt		P	OR05	2022	5/17/2022	8218777
Hon.	Schrader	Kurt		P	OR05	2022	6/2/2022	8218930
Hon.	Schrader	Kurt		P	OR05	2022	7/6/2022	8219067
Hon.	Schrader	Kurt		P	OR05	2022	8/11/2022	8219166
	Schrepel	Jack		D	NY17	2022	7/7/2022	40003374
Hon.	Schrier	Kim Dr		P	WA08	2022	4/21/2022	20020712
	Schultz	Jennifer		A	MN08	2022	7/20/2022	10050021
	Schultz	Jennifer		A	MN08	2022	7/20/2022	10050022
	Schultz	Jennifer		C	MN08	2022	7/20/2022	10050020
	Scott	Daryl		C	SC07	2022	5/15/2022	10048911
Hon.	Scott	Robert C. "Bobby"		P	VA03	2022	1/10/2022	20020194
Mr.	Seckman	Michael Shawn		C	WV02	2022	4/9/2022	10044774
	Seely	Matthew		C	MI08	2022	6/27/2022	10049667
	Seely	Matthew		X	MI08	2022	6/7/2022	8218988
	Segal	David		A	RI02	2022	8/15/2022	10050232
	Segal	David		A	RI02	2022	8/15/2022	10050233
	Segal	David		C	RI02	2022	8/13/2022	10050169
	Segal	David		X	RI02	2022	5/11/2022	8218721
	Segal	David		X	RI02	2022	7/12/2022	8219076
	Selen	Tayfun		C	NJ11	2022	5/15/2022	10046515
Mr.	Self	Keith Alan		C	TX03	2022	5/16/2022	8218760
	Sellers	David		C	MS04	2022	5/25/2022	10049439
	Sempolinski	Joseph		C	NY23	2022	5/16/2022	10048774
	Sempolinski	Joseph		X	NY23	2022	6/7/2022	30017110
	Serrano	Carolina		C	NV01	2022	5/12/2022	10048211
Hon.	Sessions	Pete		P	TX17	2022	4/14/2022	20020672
Hon.	Sessions	Pete		P	TX17	2022	4/17/2022	20020813
Hon.	Sessions	Pete		P	TX17	2022	6/17/2022	20021238
Hon.	Sessions	Pete		P	TX17	2022	7/9/2022	20021355
Hon.	Sessions	Pete		P	TX32	2022	2/11/2022	20020443
Hon.	Sessions	Pete		P	TX32	2022	2/18/2022	20020487
Hon.	Sessions	Pete		P	TX32	2022	2/22/2022	20020507
Hon.	Sessions	Pete		P	TX32	2022	3/13/2022	20020617
Mr.	Sessler	Jerrod C		C	WA04	2022	5/3/2022	10047352
	Shackelford	Jody		C	AR01	2022	3/10/2022	10044601
	Shaffer	Jeremy		C	PA17	2022	4/17/2022	10046273
	Shakil	Kevin Bryan		X	NY04	2022	6/7/2022	30017094
Mr.	Shannon	Rick Alan	Jr.	C	TN05	2022	5/16/2022	10049139
	Sharkey	John		A	NC09	2022	5/3/2022	10047341
	Sharkey	John John		C	NC09	2022	5/3/2022	10047273
	Sharon	Jennifer		C	TX37	2022	1/31/2022	10044409
	Shepherd	George		X	FL09	2022	6/7/2022	30017287
Hon.	Sherman	Brad		P	CA30	2022	7/13/2022	20021373
Hon.	Sherman	Brad		P	CA30	2022	8/30/2022	20021611
Hon.	Sherrill	Mikie		P	NJ11	2022	4/6/2022	20020589
Hon.	Sherrill	Mikie		P	NJ11	2022	5/23/2022	20021099
	Sheth	Ashmi		X	NY10	2022	6/7/2022	8218986
	Shoemaker	James H.		C	CA09	2022	5/8/2022	10047672
	Sholty	Morgun		C	NV01	2022	5/14/2022	10048649
	Sigala	Angelina		C	CA13	2022	1/16/2022	10044394
	Sigler	Michael J.		C	NY22	2022	4/20/2022	8218653
	Simitian	S. Joseph		A	CA16	2022	5/18/2022	8218773
	Simitian	S. Joseph		C	CA16	2022	5/18/2022	8218769
	Simon	Jo Anne		O	NY10	2022	7/28/2022	8219112
	Sims	Alan		C	GA10	2022	5/8/2022	10047693
	Singh	Major		C	CA14	2022	5/8/2022	10047673
	Singletary	La'Ron Desmond		C	NY25	2022	5/15/2022	10048835
	Sisco	Carla-Joy		C	TX35	2022	5/16/2022	10049288
	Sites	Jeffrey Alan		C	OH04	2022	5/2/2022	10046557
	Skarlatos	Alek		C	OR04	2022	4/15/2022	10046197
	Skellington	Shelley M.		C	NY24	2022	4/15/2022	10046246
	Slauson	Stephen Scott		C	CA12	2022	5/23/2022	8218854
Mr.	Sluzynsky	Walter Steve		D	PA17	2022	5/18/2022	8218780
	Smilowitz	Benjamin		C	MD06	2022	6/15/2022	10049127
	Smilowitz	Benjamin		X	MD06	2022	6/6/2022	30017271
	Smith	Bryan		C	ID02	2022	5/16/2022	10046447
	Smith	Christy		C	CA27	2022	5/16/2022	10048471
	Smith	Pamela		A	OK02	2022	6/17/2022	10049807
	Smith	Pamela		C	OK02	2022	5/17/2022	10049304
	Smith	Sandy Lee		C	NC01	2022	7/25/2022	10050001
	Snider	Justin Dale		W	MO07	2022	2/28/2022	7829
	Snyder	Gary		C	IN03	2022	1/20/2022	10044416
	Sodrel	Mike		C	IN09	2022	4/4/2022	8218626
	Solages	Carrie		C	NY04	2022	6/14/2022	10044746
	Sorensen	Ben		C	FL22	2022	7/11/2022	10049954
	Sorensen	Ben		X	FL23	2022	6/7/2022	8218994
	Sorensen	Eric		C	IL17	2022	5/2/2022	10046821
	Spalding	Carla A.		C	FL23	2022	7/15/2022	10048395
	Spalding	Carla A.		X	FL23	2022	6/7/2022	30016921
Hon.	Spanberger	Abigail		P	VA07	2022	9/4/2022	20021643
Hon.	Spartz	Victoria		P	IN05	2022	2/8/2022	20020413
Hon.	Spartz	Victoria		P	IN05	2022	2/8/2022	20020414
Hon.	Spartz	Victoria		P	IN05	2022	2/8/2022	20020415
Hon.	Spartz	Victoria		P	IN05	2022	5/16/2022	20021050
	Spaulding	Stephany Rose		C	IL01	2022	5/15/2022	10047506
	Spicer	Lavern		C	FL24	2022	5/13/2022	10048695
	Spinney	Bill		C	CA39	2022	5/11/2022	10047886
	Srivastava	Sandeep Kumar		C	TX03	2022	7/11/2022	10046289
	St. John	Heidi		C	WA03	2022	6/30/2022	10049886
	Stargel	Kelli		C	FL15	2022	7/11/2022	10049673
	Stargel	Kelli		X	FL15	2022	6/16/2022	8219032
	Starrett	Susan		X	IL14	2022	3/17/2022	8218607
	Steel	Cynthia Dianne		C	NV01	2022	5/14/2022	10048714
Mr.	Steele	Russell		C	TN04	2022	8/31/2022	10050348
	Steiner	Max		C	CA01	2022	5/16/2022	10048033
	Stephenson	Scott		X	WA08	2022	6/7/2022	8218991
Hon.	Steube	Greg		P	FL17	2022	3/3/2022	20020396
Mr.	Steury	Paul		C	IN02	2022	4/5/2022	10044756
Mrs.	Stevenson	Jayme		X	CT04	2022	6/7/2022	8218990
	Stewart	Garth		C	NJ10	2022	4/3/2022	10044749
	Stewart	Hal		W	NY22	2022	4/29/2022	7846
	Stoll	Matthew		C	CA22	2022	3/4/2022	10044662
	Stovall	Valencia		C	GA05	2022	5/18/2022	10049355
	Sturgill	Scott		C	FL07	2022	5/5/2022	10047486
	Sultan	Aamir		C	NY10	2022	6/1/2022	10049621
Hon.	Suozzi	Thomas		P	NY03	2022	1/11/2022	20020195
Hon.	Suozzi	Thomas		P	NY03	2022	1/20/2022	20020253
Hon.	Suozzi	Thomas		P	NY03	2022	3/3/2022	20020552
Hon.	Suozzi	Thomas		P	NY03	2022	5/20/2022	20020732
	Swaffar	Darlene		A	FL22	2022	5/13/2022	10048597
	Swaffar	Darlene		C	FL22	2022	5/11/2022	10048183
	Swain	Jonathan		C	IL01	2022	5/26/2022	10048767
	Swain	Jonathan		X	IL01	2022	6/3/2022	30017248
	Swan	Mitchell		C	GA10	2022	5/6/2022	10046534
	Swank	Keith Roland		C	WA10	2022	4/15/2022	10046260
	Swartz	Craig Stephen		C	OH05	2022	8/19/2022	10050256
	Swartz	Joseph		C	NC03	2022	4/22/2022	10046665
	Sweeney	Tara M.		C	AK00	2022	5/12/2022	10048436
	Sykes	Emilia		C	OH13	2022	4/3/2022	10044690
	Synstelien	Seth		C	GA14	2022	4/24/2022	10046731
	Taddeo	Annette		C	FL27	2022	7/6/2022	10049924
	Taitano	Kylie		C	CA50	2022	5/9/2022	10046543
	Talley	Rahim D.		W	MS03	2022	4/29/2022	7843
	Tan	Boratha		C	MI13	2022	6/30/2022	10049887
	Tanaka	Greg		C	CA16	2022	5/19/2022	10049402
	Tandon	Ritesh		C	CA17	2022	4/26/2022	10046888
	Taylor	James		C	OK04	2022	4/4/2022	10044754
Hon.	Taylor	Nicholas V.		P	TX03	2022	1/14/2022	20017965
	Taylor	Renee		D	CA49	2022	7/7/2022	40003345
	Teehee	Johnny		C	OK02	2022	6/9/2022	10049709
	Teehee	Johnny		X	OK02	2022	6/7/2022	8218983
	Terry	Joanne R.		C	FL08	2022	5/10/2022	10048071
	Terwilliger	Elizabeth		C	PA12	2022	5/15/2022	10048841
	Thakur	Albert 'Burt'		C	CA25	2022	5/16/2022	10048963
	Thanedar	Shri		C	MI13	2022	4/19/2022	10044380
	Thanedar	Shri		X	MI13	2022	1/21/2022	30015249
Mr.	Thelander	Edwin		C	ME01	2022	5/14/2022	10046446
	Theron	Daniel Peter		C	WI02	2022	5/16/2022	10048713
	Thomas	Daniel M.		C	TX04	2022	5/13/2022	10046229
	Thomas	Kermit Elliott	Jr.	C	IL17	2022	5/11/2022	10048265
Mr.	Thompson	Charles W.	III	C	AL05	2022	5/11/2022	10048273
	Thorne	Gregory Jonathan		C	TX22	2022	2/10/2022	10044566
	Thripp	Richard		W	FL06	2022	7/7/2022	7885
	Thripp	Richard		X	FL06	2022	5/6/2022	30016369
	Throneburg	Joshua		C	VA05	2022	5/16/2022	10049014
	Todd	Mary Brooks		C	MT01	2022	1/4/2022	8218524
	Todd	Mary Brooks		C	MT01	2022	5/13/2022	10047898
	Tokuda	Jill Naomi		C	HI02	2022	6/27/2022	10049739
	Tokuda	Jill Naomi		X	HI02	2022	5/17/2022	8218789
	Toledo	Jackie		C	FL15	2022	7/21/2022	10050029
Mr.	Toomey	Thomas Augustine Mr		C	NJ06	2022	5/16/2022	10048633
	Toomim	Leah Melissa		C	CA32	2022	5/11/2022	10048263
Hon.	Trahan	Lori		P	MA03	2022	1/11/2022	20020161
	Tranel	Monica		C	MT01	2022	5/18/2022	10048818
Mr.	Tristan	Anthony James		C	TX27	2022	5/2/2022	10047268
Mr.	Turner	Jessie		D	NV01	2022	8/4/2022	40003398
	Ungemach	Roger		D	MN01	2022	4/4/2022	8218632
	Valentine	Stephen James		C	NC06	2022	4/15/2022	10046157
Mr.	Van Orden	Derrick F.		C	WI03	2022	6/15/2022	10047489
Mr.	Van Orden	Derrick F.		X	WI03	2022	5/12/2022	30016616
	Van Someren	Mike		C	WI05	2022	5/15/2022	10047295
	Vanhorn	William		C	FL12	2022	5/11/2022	10048253
	Vanuch	Crystal Lynn		C	VA07	2022	5/20/2022	10048872
	Vanuch	Crystal Lynn		X	VA07	2022	6/3/2022	30017151
	Varela	Brian		W		2022		8218781
	Vargas	Anthony 'Tony'		C	NE02	2022	5/16/2022	10048790
	Vasquez	Gabriel		C	NM02	2022	5/15/2022	10048158
	Vega	Yesli		C	VA07	2022	3/1/2022	10044477
Hon.	Vela	Filemon		A	TX34	2022	6/7/2022	8219006
Hon.	Vela	Filemon		T	TX34	2022	4/29/2022	8218677
	Vilela	Amy		C	NV01	2022	5/6/2022	10047571
	Villarreal	Ricardo		C	TX21	2022	5/14/2022	10048778
	Villegas	Gilbert		C	IL03	2022	6/9/2022	10049707
	Vogel	Ron		A	PA06	2022	4/14/2022	10046150
	Vogel	Ron		C	PA06	2022	4/12/2022	10044794
	Volotzky	Lucie Lapointe		C	CA32	2022	5/9/2022	10047838
Hon.	Wagner	Ann		P	MO02	2022	2/14/2022	8218568
Hon.	Wagner	Ann		P	MO02	2022	4/8/2022	8218640
Hon.	Wagner	Ann		P	MO02	2022	8/23/2022	8219196
	Wajer	Logan Ronald		W	MN01	2022	5/2/2022	7844
	Walker	Alex		C	CO03	2022	5/24/2022	10049451
	Walker	Alex		X	CO03	2022	6/7/2022	8218993
	Wallace	Litesa		X	IL17	2022	6/7/2022	30016742
	Walsh	Sara		C	MO04	2022	5/19/2022	8218778
	Ward	Emet		D	WA08	2022	7/7/2022	8219079
	Warner	Jeff		C	MD04	2022	5/30/2022	10046234
	Warner	Jeff		X	MD04	2022	5/6/2022	30016372
	Warner-Stanton	Kathy L.		A	AL05	2022	4/22/2022	10046696
	Warner-Stanton	Kathy L.		A	AL05	2022	4/23/2022	10046701
	Warner-Stanton	Kathy L.		C	AL05	2022	4/22/2022	10046189
Hon.	Wasserman Schultz	Debbie		P	FL23	2022	1/25/2022	20020290
Hon.	Wasserman Schultz	Debbie		P	FL23	2022	6/1/2022	20021129
Hon.	Wasserman Schultz	Debbie		P	FL23	2022	7/1/2022	20021311
Hon.	Wasserman Schultz	Debbie		P	FL23	2022	7/19/2022	20021405
Hon.	Wasserman Schultz	Debbie		P	FL23	2022	8/24/2022	20021585
	Wasson	Jay		C	MO07	2022	4/19/2022	10046360
Mr.	Waters	Justin James		C	FL03	2022	5/1/2022	10047154
	Waters	Tommy		W	HI02	2022	6/2/2022	7871
	Watkins	Ronald		A	AZ02	2022	7/1/2022	10049895
	Watkins	Ronald		C	AZ02	2022	7/1/2022	10047578
	Watkins	Ronald		X	AZ02	2022	6/3/2022	30016833
	Watkins	Ronald		X	AZ02	2022	6/23/2022	30017531
	Watkins	Ronald		X	AZ02	2022	7/6/2022	30017579
	Watson	Annette		C	MN07	2022	5/9/2022	10047805
	Watts	Lee		C	KY02	2022	4/17/2022	10044748
	Weaver	John Glen		D	NE01	2022	5/2/2022	40003342
	Weinstein	Ira		C	FL23	2022	8/15/2022	8219186
Hon.	Welch	Peter		P	VT00	2022	8/13/2022	20020080
	Wellington	Jessica		W	TX08	2022	5/2/2022	7857
	Wells	Steven M.		A	NY22	2022	8/4/2022	10050049
	Wells	Steven M.		C	NY22	2022	7/24/2022	10049702
	Wells	Steven M.		X	NY22	2022	6/17/2022	30017446
Mr.	Wendell	Barry Lee		C	WV02	2022	9/1/2022	10050262
Mrs.	Weslander Quaid	Michele R		C	CA24	2022	5/7/2022	10047320
	West	Christopher Chris		C	GA02	2022	5/31/2022	10049572
	West	Matthew		C	OR06	2022	5/16/2022	10046200
	Wheeler	Gregory		C	OH13	2022	2/19/2022	10044607
	Wheeless	Tanya Contreras		C	AZ04	2022	5/13/2022	10047096
	Whichard	Taylor Marshall	IV	C	TX08	2022	4/15/2022	10046224
	Wik	Daniel Martin MD		C	NE03	2022	4/27/2022	10046964
	Williams	Brandon McDonald		C	NY22	2022	7/24/2022	10047581
	Williams	Brandon McDonald		X	NY22	2022	5/12/2022	30016640
	Williams	Brandon McDonald		X	NY22	2022	6/23/2022	8219050
	Williams	Charise A.		C	IL01	2022	6/13/2022	10049733
	Williams	Charise A.		X	IL01	2022	3/17/2022	8218608
	Williams	David		C	CO05	2022	4/26/2022	10044382
	Williams	David		X	CO05	2022	1/26/2022	30015254
	Williams	Kelly Mikel		C	DC00	2022	5/6/2022	10047635
	Williams	Lily Tang		C	NH02	2022	8/17/2022	8219187
	Williams	Whittney		C	MI06	2022	7/1/2022	10048144
	Williams	Whittney		X	MI06	2022	6/6/2022	30016800
	Wilson	Barry		C	IL14	2022	5/18/2022	10049366
Mrs.	Wilson	Celina		D	NY01	2022	8/4/2022	40003396
	Winstead	Kurt		X	TN05	2022	3/28/2022	30015301
	Winter	Thomas		C	MT01	2022	5/7/2022	10047669
	Wirth	Cynthia		C	IN06	2022	5/24/2022	8218785
	Wirth	Cynthia		D	IN06	2022	4/8/2022	40003327
Hon.	Wittman	Robert J.		P	VA01	2022	1/9/2022	20020184
Hon.	Wittman	Robert J.		P	VA01	2022	2/13/2022	20020446
Hon.	Wittman	Robert J.		P	VA01	2022	3/9/2022	20020586
Hon.	Wittman	Robert J.		P	VA01	2022	4/9/2022	20020748
Hon.	Wittman	Robert J.		P	VA01	2022	5/13/2022	20021015
Hon.	Wittman	Robert J.		P	VA01	2022	6/4/2022	20021150
Hon.	Wittman	Robert J.		P	VA01	2022	7/8/2022	20021344
Hon.	Wittman	Robert J.		P	VA01	2022	8/10/2022	20021515
	Won Pat	Judith T.		C	GU01	2022	7/27/2022	8219114
	Wong	Thomas		C	CA14	2022	6/15/2022	10049773
	Wood	Phillip Owen		A	IL08	2022	6/27/2022	8219042
	Wood	Phillip Owen		C	IL08	2022	6/24/2022	8219041
	Woodhouse	Michele V.		C	NC11	2022	4/17/2022	10046304
	Wool	Adam L.		C	AK00	2022	5/20/2022	10049430
	Wright	Glenn J.		C	UT03	2022	5/3/2022	10047315
	Wyman	Bob Mark		C	NY10	2022	6/15/2022	10049181
	Wyman	Robert Mark		X	NY10	2022	6/3/2022	30017301
	Yakym	Rudy	III	X	IN02	2022	8/30/2022	30017693
	Yates	Andy		C	AZ01	2022	5/15/2022	10048877
	Yee	Rose Penelope Lagoc		C	CA01	2022	5/17/2022	10049241
	Young	Geoffrey M.		C	KY06	2022	6/2/2022	8218932
	Yurash	Stephen Andrew		C	CO02	2022	5/12/2022	10048412
	Zajic	Alexandre		W		2022		8218667
	Zimm	Christian Gerard		C	GA05	2022	1/23/2022	10044425
	Zimmerman	Robert		A	NY03	2022	8/13/2022	10050208
	Zimmerman	Robert		C	NY03	2022	7/24/2022	10044609
	Zimmerman	Robert		X	NY03	2022	3/3/2022	30015270
	Zimmerman	Robert		X	NY03	2022	6/6/2022	30016766
	Zinke	Ryan K.		C	MT01	2022	6/21/2022	10049812
	Zinke	Ryan K.		C	MT01	2022	7/24/2022	10050042
Mr.	Zumbluskas	Michael K.		C	NY12	2022	5/13/2022	10048693
