Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
	Evans	Jerry		C	IL11	2022	5/26/2022	10049521
	Evans	Jerry		X	IL11	2022	6/7/2022	8218976
	Ezell	Walter Michael		C	MS04	2022	5/11/2022	10048147
	Faheem	Mohammed		C	IL08	2022	5/16/2022	10049149
	Faircloth	Roy Clayborne (Clay Fair)	Jr.	D	TN06	2022	8/26/2022	8219200
Hon.	Fallon	Patrick		P	TX04	2022	1/28/2022	20020143
Hon.	Fallon	Patrick		P	TX04	2022	2/8/2022	20020374
Hon.	Fallon	Patrick		P	TX04	2022	5/14/2022	20020983
	Fallon-Underwood	Jack		D	NY20	2022	4/8/2022	40003326
	Farber	Sam		C	FL09	2022	4/28/2022	10046968
	Faulkner	William		C	NY16	2022	4/10/2022	10044785
Ms.	Feng	Karena		C	CA09	2022	5/22/2022	10049440
	Fermo	Paul		W	PA01	2022	7/7/2022	7866
	Fernandez	Hlsia Tatiana		C	FL07	2022	6/16/2022	10049791
	Figliola	Anthony M.		C	NY01	2022	4/28/2022	10044445
	Figliola	Anthony M.		X	NY01	2022	1/31/2022	30015260
	Figliola	Anthony M.		X	NY01	2022	4/8/2022	30015302
	Finstad	Brad		C	MN01	2022	5/13/2022	10044784
	Fischer	Jason		X	FL04	2022	6/23/2022	8219047
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2022	1/19/2022	8218535
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2022	2/11/2022	8218565
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2022	5/16/2022	8218753
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2022	8/12/2022	8219165
	Fleming	Bridget		C	NY01	2022	5/13/2022	10048562
Dr.	Flinn	George S.	Jr.	D	TN09	2022	6/8/2022	40003371
Dr.	Flinn	George S.	Jr.	X	TN09	2022	6/17/2022	30017426
	Flood	Mike		A	NE01	2022	4/22/2022	10046694
	Flood	Mike		A	NE01	2022	5/11/2022	10048256
	Flood	Mike		C	NE01	2022	4/9/2022	10044550
	Flores	Mayra Nohemi		C	TX34	2022	5/14/2022	10048255
	Flynn	Carrick Ronan Morgan		A	OR06	2022	4/18/2022	10046405
	Flynn	Carrick Ronan Morgan		C	OR06	2022	4/15/2022	10044800
	Foldi	Matthew		C	MD06	2022	7/6/2022	10049916
Mr.	Ford	Michael C.		C	GA09	2022	4/22/2022	10044797
	Fore	Jessica Allison		C	GA10	2022	5/3/2022	10044583
	Fort	Vincent		C	GA13	2022	4/23/2022	10046678
	Forte	Tina		C	NY14	2022	4/22/2022	10046689
Hon.	Fortenberry	Jeff		T	NE01	2022	7/31/2022	10046810
Hon.	Fortenberry	Jeff		X	NE01	2022	4/25/2022	30016468
Hon.	Fortenberry	Jeff		X	NE01	2022	6/16/2022	30017436
	Foster	William		D	AZ06	2022	5/2/2022	40003343
	Foushee	Valerie		C	NC04	2022	5/16/2022	10048243
	Fox	Joy		C	RI02	2022	8/16/2022	8219179
	Fox	Joy		X	RI02	2022	6/7/2022	30016996
Dr.	Fox	Richard		C	CA16	2022	4/7/2022	8218643
Hon.	Foxx	Virginia		P	NC05	2022	1/5/2022	20020153
Hon.	Foxx	Virginia		P	NC05	2022	2/4/2022	20020355
Hon.	Foxx	Virginia		P	NC05	2022	3/7/2022	20020543
Hon.	Foxx	Virginia		P	NC05	2022	4/5/2022	20020718
Hon.	Foxx	Virginia		P	NC05	2022	5/4/2022	20020914
Hon.	Foxx	Virginia		P	NC05	2022	6/4/2022	20021127
Hon.	Foxx	Virginia		P	NC05	2022	7/5/2022	20021315
Hon.	Foxx	Virginia		P	NC05	2022	8/5/2022	20021466
	Fragnoli	Kathy		W		2022		8218676
	France	Mike		C	CT02	2022	5/15/2022	10048190
	Francis	Quanda		D	NY10	2022	7/28/2022	40003392
Hon.	Frankel	Lois		P	FL21	2022	1/16/2022	20020235
Hon.	Frankel	Lois		P	FL21	2022	2/16/2022	20020401
Hon.	Frankel	Lois		P	FL21	2022	2/27/2022	20020470
Hon.	Frankel	Lois		P	FL21	2022	4/6/2022	20020648
Hon.	Frankel	Lois		P	FL21	2022	5/3/2022	20020919
Hon.	Frankel	Lois		P	FL21	2022	6/9/2022	20020929
Hon.	Frankel	Lois		P	FL21	2022	6/16/2022	20021233
Hon.	Frankel	Lois		P	FL21	2022	7/22/2022	20021425
Hon.	Frankel	Lois		P	FL21	2022	8/31/2022	20021618
Hon.	Franklin	Scott		P	FL15	2022	3/3/2022	20020544
Hon.	Franklin	Scott		P	FL15	2022	4/8/2022	8218641
	Franzese	Daniel John		C	FL21	2022	5/12/2022	10047071
	Fratto	Mario		X	NY24	2022	6/7/2022	8218996
	French	Leslie Leigh		C	WA03	2022	6/30/2022	10048850
	French	Leslie Leigh		X	WA03	2022	6/6/2022	30017134
	French	Leslie Leigh		X	WA03	2022	6/24/2022	30017541
	Frisch	Adam		C	CO03	2022	5/27/2022	10049201
	Frisch	Adam		X	CO03	2022	6/7/2022	8218978
	Friscia	Larry		W	NJ11	2022	5/25/2022	7860
	Frix	Avery		C	OK02	2022	5/17/2022	10046669
	Fry	Russell		C	SC07	2022	7/1/2022	10049734
	Fullmer	Julie		C	UT01	2022	4/1/2022	10044744
	Fung	Allan		C	RI02	2022	8/31/2022	10048100
	Fung	Allan		X	RI02	2022	6/7/2022	30016785
	Fyfe	Matthew John		C	IN09	2022	5/12/2022	10048065
	Galluch	David		C	PA05	2022	5/26/2022	10049531
Hon.	Garamendi	John		P	CA03	2022	1/21/2022	20020278
Hon.	Garbarino	Andrew		P	NY02	2022	1/14/2022	20020231
	Garcia	Cassandra		C	TX28	2022	6/21/2022	10049826
	Garcia	Cristina		C	CA42	2022	1/21/2022	10044424
	Garcia	Esteban Lorenzo		C	TX30	2022	1/28/2022	10044482
Hon.	Garcia	Michael		P	CA25	2022	2/23/2022	20020121
Hon.	Garcia	Michael		P	CA25	2022	8/23/2022	20021522
Hon.	Garcia	Michael		P	CA25	2022	8/23/2022	20021587
	Garza	Julio		C	TX29	2022	1/31/2022	10044506
Mr.	Garza	Mauro Everett Mr		C	TX15	2022	5/12/2022	10048446
	Gay	Derrik		C	TX24	2022	5/22/2022	10049436
	Gay-Dagnogo	Sherry J.		X	MI13	2022	7/29/2022	8219126
	Geist	Timothy David		C	CA01	2022	5/1/2022	10044585
	Genant	Pamela		C	NC10	2022	5/10/2022	10047931
Mr.	Gentle	Terry D.		C	NC12	2022	1/20/2022	10044369
Hon.	Gibbs	Bob		P	OH07	2022	1/6/2022	20020166
Hon.	Gibbs	Bob		P	OH07	2022	2/6/2022	20020386
Hon.	Gibbs	Bob		P	OH07	2022	5/16/2022	20021044
Hon.	Gibbs	Bob		P	OH07	2022	6/27/2022	20021275
Hon.	Gibbs	Bob		P	OH07	2022	8/5/2022	20021492
Hon.	Gibbs	Bob		P	OH07	2022	9/6/2022	20021661
	Gibbs	John		X	MI03	2022	6/7/2022	30017208
	Giglio	David Anthony		C	CA13	2022	5/6/2022	10046365
	Gillen	Laura		C	NY04	2022	7/23/2022	10044720
	Gillen	Laura		X	NY04	2022	3/28/2022	30015300
	Gillen	Laura		X	NY04	2022	6/22/2022	30016792
	Gilsdorf	Gareth Denis		D	AZ09	2022	5/10/2022	8218703
	Gipson	Patrick Lee		C	CA30	2022	4/28/2022	10046813
	Gluesenkamp Perez	Marie		C	WA03	2022	6/15/2022	10049735
	Gluesenkamp Perez	Marie		X	WA03	2022	5/17/2022	8218788
	Glumaz	Paul		C	WA07	2022	5/1/2022	10047126
	Godfrey	Aaron Paul		C	OH16	2022	5/15/2022	10048907
	Goldman	Daniel		C	NY10	2022	7/29/2022	8219120
	Goldman	Daniel		X	NY10	2022	7/8/2022	30017564
	Gonsalves	Mark		C	GA07	2022	3/28/2022	10044700
Hon.	Gonzalez	Anthony E.		P	OH16	2022	7/23/2022	20021290
	Gonzalez	Jesus		C	NY06	2022	4/19/2022	10046420
	Gonzalez	Jesus		W	NY06	2022	4/28/2022	7847
Hon.	Gonzalez	Vicente		P	TX15	2022	6/27/2022	8219043
Hon.	Gonzalez Colon	Jenniffer		G	PR00	2022	4/21/2022	8218664
	Goodrum	Cassandra		C	IL01	2022	2/2/2022	10044528
	Gordon	Jacqueline		C	NY01	2022	5/10/2022	10047113
	Gorman	Jeff		C	CA19	2022	5/21/2022	10049432
	Gorman	Lynn Carol		D	OH07	2022	1/20/2022	40003299
	Gorman	Lynn Carol		W		2022		8219052
	Gotsch	Nathan		C	IN03	2022	5/6/2022	10047521
Hon.	Gottheimer	Josh		P	NJ05	2022	1/10/2022	20020154
Hon.	Gottheimer	Josh		P	NJ05	2022	2/18/2022	20020393
Hon.	Gottheimer	Josh		P	NJ05	2022	3/18/2022	20020573
Hon.	Gottheimer	Josh		P	NJ05	2022	4/17/2022	20020786
Hon.	Gottheimer	Josh		P	NJ05	2022	5/16/2022	20020956
Hon.	Gottheimer	Josh		P	NJ05	2022	6/16/2022	20021174
Hon.	Gottheimer	Josh		P	NJ05	2022	7/22/2022	20021351
Hon.	Gottheimer	Josh		P	NJ05	2022	8/13/2022	20021518
Hon.	Gottheimer	Josh		P	NJ05	2022	8/29/2022	20021563
	Grabovsky	Angela		C	IN07	2022	2/15/2022	10044571
	Grasso	Gary		C	IL06	2022	6/15/2022	10044440
	Grasso	Gary		X	IL06	2022	3/28/2022	30015289
	Grasso	Gary		X	IL06	2022	6/22/2022	30017373
	Gray	Adam C.		C	CA13	2022	5/9/2022	10047354
	Gray	Charles		C	WY00	2022	5/16/2022	10048920
	Gray	Charles		W	WY00	2022	6/8/2022	7868
	Gray	Charles		X	WY00	2022	6/16/2022	30017160
	Gray	Molly		C	VT00	2022	5/15/2022	10046294
Mr.	Gray	Steven Scott		C	NJ04	2022	5/13/2022	10048654
Dr.	Grayson	Dena		C	FL08	2022	7/24/2022	10047261
Dr.	Grayson	Dena		X	FL08	2022	5/12/2022	30016562
Dr.	Green	Karen		C	FL08	2022	6/13/2022	10049729
Hon.	Green	Mark Dr		P	TN07	2022	1/3/2022	20019881
Hon.	Green	Mark Dr		P	TN07	2022	1/18/2022	20020188
Hon.	Green	Mark Dr		P	TN07	2022	2/8/2022	20020362
Hon.	Green	Mark Dr		P	TN07	2022	2/14/2022	20020442
Hon.	Green	Mark Dr		P	TN07	2022	3/3/2022	20020501
Hon.	Green	Mark Dr		P	TN07	2022	3/8/2022	20020569
Hon.	Green	Mark Dr		P	TN07	2022	4/13/2022	20020773
Hon.	Green	Mark Dr		P	TN07	2022	4/20/2022	20020830
Hon.	Green	Mark Dr		P	TN07	2022	5/31/2022	20021121
Hon.	Green	Mark Dr		P	TN07	2022	8/1/2022	20021154
Hon.	Green	Mark Dr		P	TN07	2022	8/18/2022	20021571
Hon.	Green	Mark Dr		P	TN07	2022	9/1/2022	20021614
Hon.	Greene	Marjorie Taylor		P	GA14	2022	1/20/2022	20020263
Hon.	Greene	Marjorie Taylor		P	GA14	2022	3/7/2022	20020568
Hon.	Greene	Marjorie Taylor		P	GA14	2022	6/20/2022	20021248
Mr.	Greer	Phillip Joseph		D	AL05	2022	6/17/2022	40003380
	Griffie	Michael		C	MI13	2022	5/16/2022	10048794
	Griffin	Lance Alan		C	MD03	2022	5/13/2022	10047711
	Grooms	Matthew		C	NC04	2022	5/17/2022	10049354
	Gross	Alan		C	AK00	2022	5/12/2022	10046362
	Gross	Alan		X	AK00	2022	5/11/2022	8218714
	Grossman	Kyle William		C	IA04	2022	2/7/2022	10044557
	Gryder	Scott		C	IL14	2022	5/16/2022	10048904
Hon.	Guest	Michael Patrick		P	MS03	2022	3/18/2022	20020644
Hon.	Guest	Michael Patrick		P	MS03	2022	5/2/2022	20020792
Hon.	Guest	Michael Patrick		P	MS03	2022	5/22/2022	20021007
Hon.	Guest	Michael Patrick		P	MS03	2022	6/22/2022	20021172
Hon.	Guest	Michael Patrick		P	MS03	2022	7/26/2022	20021434
	Haddad	Roberto Adrian		C	TX15	2022	4/17/2022	10046291
	Haderlein	Elizabeth		C	IL16	2022	9/5/2022	10050330
	Hageman	Harriet		C	WY00	2022	5/14/2022	10047910
	Hagg	Jacob		C	MI07	2022	5/16/2022	10046875
	Hagg	Jacob		X	MI07	2022	6/22/2022	30017089
	Hahn	Kara		W	NY01	2022	6/6/2022	7877
	Hahn	Kara		X	NY01	2022	6/6/2022	30017222
	Haire	Marvin Jonathan		C	TX36	2022	2/2/2022	10044532
Mr.	Halcro	Andrew J.		D	AK00	2022	7/7/2022	40003372
	Hale	Merritt		C	VA06	2022	5/8/2022	10047119
	Hall	Matt		C	IN05	2022	3/30/2022	10044708
	Hamilton	Michaelangelo Collins		C	FL23	2022	7/31/2022	10050081
	Hampson	Beth		C	CA02	2022	5/14/2022	10048763
	Hansel	George		C	NH02	2022	7/6/2022	10049814
	Hanson	Tommy		D	IL05	2022	8/4/2022	40003399
	Harbour	Joanna		C	OR03	2022	9/6/2022	10050343
	Harbour	Joanna		D	OR03	2022	7/7/2022	40003370
	Harder	Kathleen		C	OR06	2022	5/16/2022	10046237
	Hardy	Cresent		C	NV01	2022	5/26/2022	10049511
Dr.	Harmon	Mark Desmond		C	TN02	2022	5/10/2022	10046270
Dr.	Harper	John Edward	Sr.	X	TX04	2022	1/26/2022	30015257
Mr.	Harris	James Frank	Sr.	C	TX30	2022	2/3/2022	10044537
	Harris	Kevin Corey		C	FL24	2022	5/17/2022	10049303
	Harshaw	Ronald		D	MO01	2022	5/23/2022	40003367
Hon.	Harshbarger	Diana		P	TN01	2022	1/24/2022	8218540
Hon.	Harshbarger	Diana		P	TN01	2022	2/28/2022	8218580
Hon.	Harshbarger	Diana		P	TN01	2022	3/29/2022	8218621
Hon.	Harshbarger	Diana		P	TN01	2022	4/25/2022	8218662
Hon.	Harshbarger	Diana		P	TN01	2022	5/26/2022	8218894
Hon.	Harshbarger	Diana		P	TN01	2022	6/29/2022	8219056
Hon.	Harshbarger	Diana		P	TN01	2022	7/28/2022	8219131
Hon.	Harshbarger	Diana		P	TN01	2022	8/31/2022	8219202
	Harvey	Terrance James		C	MI03	2022	8/9/2022	10050143
	Harvey-Hall	Phyllis		C	AL02	2022	5/17/2022	10049297
	Harwell	Beth		C	TN05	2022	7/5/2022	8219064
	Harwell	Beth		X	TN05	2022	6/7/2022	8218989
	Hathaway-Altman	Susan		A	IL11	2022	5/18/2022	10049325
	Hathaway-Altman	Susan		A	IL11	2022	5/18/2022	10049371
	Hathaway-Altman	Susan		A	IL11	2022	5/18/2022	10049395
	Hathaway-Altman	Susan		A	IL11	2022	6/6/2022	10049687
	Hathaway-Altman	Susan		C	IL11	2022	5/16/2022	10046217
	Hathaway-Altman	Susan		X	IL11	2022	6/22/2022	30017279
	Haugen	Mark		C	ND00	2022	5/10/2022	10048082
	Hausman	Matt		C	IL13	2022	5/28/2022	10049557
	Hausman	Matt		X	IL13	2022	6/7/2022	8218977
	Hayslett	Kevin		C	FL13	2022	7/24/2022	10049998
	Hayslett	Kevin		X	FL13	2022	5/17/2022	8218790
	Haywood	Joseph		C	NC06	2022	7/31/2022	10049283
	Haywood	Joseph		X	NC06	2022	6/6/2022	30017360
	Healey	Robert	Jr.	C	NJ03	2022	5/12/2022	10046235
	Heeg	Andrea		D	IL11	2022	7/7/2022	40003351
Mr.	Heimlich	Phil		C	OH08	2022	4/2/2022	10044740
	Heiwig	Daniel		C	IN09	2022	4/11/2022	10044790
	Heldut	Andrew T.		W		2022		8219028
	Hendricks	Jeanne		C	MN06	2022	5/13/2022	10048328
	Heng	Elizabeth		A	CA22	2022	2/7/2022	10044429
	Heng	Elizabeth		C	CA22	2022	1/21/2022	10044400
	Hennrich	Brent William		C	WA03	2022	5/9/2022	10047856
Hon.	Hern	Kevin		P	OK01	2022	1/11/2022	20020202
Hon.	Hern	Kevin		P	OK01	2022	2/2/2022	20020359
Hon.	Hern	Kevin		P	OK01	2022	3/7/2022	20020571
Hon.	Hern	Kevin		P	OK01	2022	4/12/2022	20020789
Hon.	Hern	Kevin		P	OK01	2022	5/12/2022	20020995
Hon.	Hern	Kevin		P	OK01	2022	6/14/2022	20021223
Hon.	Hern	Kevin		P	OK01	2022	7/15/2022	20021388
Hon.	Hern	Kevin		P	OK01	2022	8/15/2022	20021553
Mr.	Hernandez	Bob		D	KS04	2022	8/4/2022	40003397
	Hernandez	Daniel		C	AZ06	2022	5/16/2022	10049282
	Hernandez	Peter		C	CA18	2022	3/29/2022	10044724
Mr.	Herring	Wade Wilkes	II	C	GA01	2022	5/12/2022	10047917
	Herrod	Christopher Niles		C	UT03	2022	6/16/2022	8219034
	Higgins	Eileen		W		2022		8219002
	Higgins	Eileen		W	FL27	2022	7/7/2022	7876
	Hill	Anthony Tony		C	FL04	2022	6/2/2022	10049353
	Hill	Dustin Anthony		C	MO03	2022	6/28/2022	10048405
	Hill	Dustin Anthony		X	MO03	2022	6/6/2022	30016924
	Hill	Natasha		C	WA05	2022	6/14/2022	10049516
Mrs.	Hill	Tartisha A.		C	TX05	2022	2/25/2022	10044488
Mrs.	Hill	Tartisha A.		D	TX05	2022	2/8/2022	40003309
	Hilliard	Jerome C.		C	MI02	2022	6/1/2022	10049581
	Hines	Robert Nicholas		C	NC13	2022	5/20/2022	10046450
	Hodge	Jevin D.		C	AZ06	2022	5/25/2022	10048219
	Hodges	Monte		C	AR01	2022	4/23/2022	10046708
	Hoggatt	Holden		A	LA03	2022	9/6/2022	10050384
	Hoggatt	Holden		C	LA03	2022	9/6/2022	10050373
	Holic	Jason Kyle		C	FL10	2022	7/5/2022	10048481
	Holic	Jason Kyle		D	FL10	2022	7/7/2022	40003354
Hon.	Hollingsworth	Trey		P	IN09	2022	4/27/2022	8218661
Hon.	Hollingsworth	Trey		P	IN09	2022	6/10/2022	8218937
Hon.	Hollingsworth	Trey		P	IN09	2022	6/23/2022	8219044
	Holness	Dale Vc		C	FL20	2022	7/21/2022	10048348
	Holness	Dale Vc		X	FL20	2022	6/7/2022	30016904
	Holtzman	Elizabeth		C	NY10	2022	7/21/2022	10049928
	Holtzman	Elizabeth		X	NY10	2022	7/13/2022	30017587
Mr.	Horges	Bradley	Jr.	C	IL13	2022	5/29/2022	10049566
	Houchin	Erin		C	IN09	2022	2/2/2022	10044524
	Houlahan	Stephen William		C	CA50	2022	4/18/2022	10046363
	Howard	Taffy		C	SD00	2022	5/5/2022	10046212
	Hoyle	Valerie		C	OR04	2022	5/16/2022	10049222
Mr.	Hubbard	Steven Erich		C	TN04	2022	8/6/2022	10050121
	Huff Brown	Gail		C	NH01	2022	8/13/2022	10046397
	Huff Brown	Gail		X	NH01	2022	5/6/2022	30016395
	Hughes	David M.		C	AK00	2022	4/5/2022	10044763
	Hunt	Jeremy		C	GA02	2022	4/21/2022	10046318
	Hunt	Wesley		X	TX38	2022	6/7/2022	30017095
	Imer	Laurel Anne		C	CO07	2022	5/1/2022	10047144
	Irwin	Steven		C	PA12	2022	5/15/2022	10048894
	Irwin	William		C	MO04	2022	6/26/2022	10049858
	Itkis	Mikhail		C	NY12	2022	7/14/2022	10049981
	Ivanovskis	Jeremy Daniel		X	TX03	2022	1/26/2022	30015253
	Ivey	Glenn		C	MD04	2022	5/16/2022	10048982
	Iyer	Steve		C	CA14	2022	5/1/2022	10047137
	Jackson	Jeff		C	NC14	2022	5/4/2022	10047204
	Jackson	Jonathan		C	IL01	2022	6/22/2022	10049839
Hon.	Jacobs	Christopher L.		P	NY27	2022	2/18/2022	20020479
Hon.	Jacobs	Christopher L.		P	NY27	2022	3/18/2022	20020654
Hon.	Jacobs	Christopher L.		P	NY27	2022	5/19/2022	20020793
Hon.	Jacobs	Christopher L.		P	NY27	2022	6/23/2022	20021201
Hon.	Jacobs	Christopher L.		P	NY27	2022	7/28/2022	20021398
Mr.	Jacobs	Matthew		C	CA26	2022	5/23/2022	10049438
Hon.	Jacobs	Sara		P	CA53	2022	6/21/2022	20021179
	Jaffe	Mark		X	NY16	2022	7/18/2022	30017616
	Jaffe	Mark		X	NY16	2022	7/28/2022	30017659
Dr.	Jain	Usha		D	FL10	2022	7/8/2022	40003385
Dr.	Jain	Usha		X	FL10	2022	7/18/2022	30017593
	James	John		C	MI10	2022	7/25/2022	8219113
	James	John		X	MI10	2022	5/17/2022	8218792
Mr.	Johnson	Alden Patrick		C	MS04	2022	5/13/2022	10048632
	Johnson	Elizabeth		C	GA12	2022	5/16/2022	10049211
	Johnson	Gary		D	AL01	2022	7/7/2022	40003384
	Johnson	Leif D.		C	WA02	2022	5/2/2022	10047222
	Johnson	Queen		D	NY08	2022	7/7/2022	40003361
	Johnson	Travis E.		C	MN07	2022	5/16/2022	10049294
	Jones	Bryan Christopher		C	FL01	2022	4/16/2022	10046261
	Jones	Herbert Carroll	Jr.	X	VA01	2022	6/7/2022	8218982
	Jones	Kermit		C	CA03	2022	5/17/2022	10049299
	Jones	Laura		C	TX08	2022	5/16/2022	10046241
	Jones	Rick Edwin		D	UT01	2022	7/7/2022	40003355
	Jones	Scott R.		C	CA03	2022	4/7/2022	8218635
	Jones	Vernon		C	GA10	2022	4/21/2022	10046643
	Josephson	Gary		X	OH15	2022	7/13/2022	30017582
	Joy	Elizabeth L.		C	NY20	2022	5/15/2022	10048887
Hon.	Joyce	David P.		P	OH14	2022	6/9/2022	20021183
Hon.	Joyce	David P.		P	OH14	2022	6/9/2022	20021184
	Junge	Paul		C	MI08	2022	7/15/2022	10048880
	Junge	Paul		X	MI08	2022	6/6/2022	30017149
	Junge	Paul		X	MI08	2022	6/24/2022	30017543
	Kaiman	Jon		C	NY03	2022	6/23/2022	8219038
	Kaiman	Jon		X	NY03	2022	6/23/2022	8219048
	Kale	Andrea Doria		C	FL17	2022	7/19/2022	10049150
	Kale	Andrea Doria		D	FL17	2022	7/7/2022	40003359
	Kale	Andrea Doria		X	FL17	2022	6/22/2022	30017285
	Kalloch	Andrew		C	OR04	2022	5/16/2022	10048930
	Kamlager	Sydney		C	CA37	2022	8/13/2022	10048702
	Kamlager	Sydney		X	CA37	2022	6/7/2022	30017073
	Kaplan	Glenn		C	CA12	2022	5/4/2022	10047367
	Kaspar	Scott Richard		C	IL06	2022	5/14/2022	10048194
	Kaspar	Scott Richard		X	IL06	2022	6/22/2022	30016837
	Kean	Thomas H.	Jr	C	NJ07	2022	5/15/2022	10046941
Hon.	Keating	William R.		P	MA09	2022	2/28/2022	20020504
Hon.	Keating	William R.		P	MA09	2022	5/5/2022	20020915
Hon.	Keating	William R.		P	MA09	2022	6/17/2022	20021222
	Keeney	Taylor		W		2022		8219026
Hon.	Kelly	Mike		P	PA16	2022	3/10/2022	8218604
Hon.	Kelly	Mike		P	PA16	2022	5/25/2022	8218856
Hon.	Kelly	Mike		P	PA16	2022	6/9/2022	8218936
Hon.	Kelly	Mike		P	PA16	2022	7/13/2022	8219082
Hon.	Kelly	Mike		P	PA16	2022	8/10/2022	8219156
	Kent	Joseph		C	WA03	2022	4/19/2022	10046466
	Kerner	Gerald M.		C	MS02	2022	5/9/2022	10047901
Hon.	Khanna	Rohit		P	CA17	2022	1/7/2022	8218518
Hon.	Khanna	Rohit		P	CA17	2022	2/8/2022	8218560
Hon.	Khanna	Rohit		P	CA17	2022	3/8/2022	8218597
Hon.	Khanna	Rohit		P	CA17	2022	4/7/2022	8218637
Hon.	Khanna	Rohit		P	CA17	2022	5/6/2022	8218730
Hon.	Khanna	Rohit		P	CA17	2022	6/10/2022	8218940
Hon.	Khanna	Rohit		P	CA17	2022	7/7/2022	8219068
Hon.	Khanna	Rohit		P	CA17	2022	8/9/2022	8219155
	Kheireddine	Moneer		C	FL13	2022	5/16/2022	10049118
	Kidd	Jim		C	WI05	2022	5/17/2022	10049348
	Kiggans	Jennifer		C	VA02	2022	7/1/2022	10049817
	Kilboy	Matthew		C	OH14	2022	4/18/2022	10046274
	Kiley	Kevin		C	CA03	2022	8/12/2022	10050187
	Kiley	Susan M.		A	NJ06	2022	5/16/2022	10046272
	Kiley	Susan M.		C	NJ06	2022	4/5/2022	10044698
	Kim	David Yung Ho		C	CA34	2022	5/18/2022	10049386
	King	Esther Joy		C	IL17	2022	5/28/2022	10049470
	King	Esther Joy		X	IL17	2022	6/7/2022	8218979
	King	Paul		X	NY05	2022	6/7/2022	8218995
Mr.	Kinsey	Craig Robert		W	NC04	2022	4/28/2022	7853
	Kistner	Tyler		C	MN02	2022	7/18/2022	10050003
	Kline	Patricia		D	NJ01	2022	5/11/2022	8218723
	Klussmann	Duncan Foster		C	TX38	2022	5/16/2022	10048758
	Kocina	Kevin		C	MN01	2022	4/27/2022	10044787
	Kolanagireddy	Hima		C	MI06	2022	7/14/2022	10049556
	Kolanagireddy	Hima		X	MI06	2022	7/13/2022	30017440
	Koolidge	Michael		C	IL14	2022	5/24/2022	10049313
	Kopsaftis	Peter		A	IL08	2022	4/15/2022	10046171
	Kopsaftis	Peter		C	IL08	2022	4/14/2022	10044349
	Kopsaftis	Peter		X	IL08	2022	1/21/2022	30015245
	Kovacs	John		C	NV03	2022	5/16/2022	10048176
	Kraft	Vicki Caldwell		C	WA03	2022	4/20/2022	10046530
	Krause	E M		C	NV02	2022	7/1/2022	10049897
Mr.	Kress	Conrad		C	HI02	2022	3/10/2022	10044678
Mr.	Krulick	Al		C	FL07	2022	6/3/2022	10049662
Mr.	Krulick	Al		D	FL07	2022	5/12/2022	8218761
	Krystofiak	Steven		C	AZ02	2022	5/14/2022	10046715
	Kulmann	Janifer Suzanne		C	CO08	2022	5/16/2022	10049013
	Kumar	Neil		C	AR03	2022	4/19/2022	10046416
	Kunelius	David Walter		C	WI07	2022	5/19/2022	10049401
	Kurani	Shrina		C	CA41	2022	5/11/2022	10047593
	Kurant	Stephen		D	IN02	2022	4/6/2022	8218636
Hon.	Kustoff	David		P	TN08	2022	1/10/2022	8218527
Hon.	Kustoff	David		P	TN08	2022	2/9/2022	8218561
Hon.	Kustoff	David		P	TN08	2022	5/2/2022	20020875
	Kutz	Randy		C	AZ09	2022	5/14/2022	10048722
	Lafazan	Joshua		C	NY03	2022	5/13/2022	10047493
Hon.	Lamborn	Doug		P	CO05	2022	2/3/2022	8218548
Hon.	Lamborn	Doug		P	CO05	2022	3/9/2022	8218598
Hon.	Lamborn	Doug		P	CO05	2022	6/14/2022	8219025
Hon.	Lamborn	Doug		P	CO05	2022	7/29/2022	8219130
	Landsman	Greg		A	OH01	2022	4/13/2022	10044804
	Landsman	Greg		C	OH01	2022	4/5/2022	10044617
	Lange	Paul		C	IL15	2022	7/31/2022	10050007
Hon.	Langevin	James R.		P	RI02	2022	1/5/2022	20020152
Hon.	Langevin	James R.		P	RI02	2022	2/8/2022	20020391
Hon.	Langevin	James R.		P	RI02	2022	3/4/2022	20020559
Hon.	Langevin	James R.		P	RI02	2022	4/12/2022	20020774
Hon.	Langevin	James R.		P	RI02	2022	5/9/2022	20020955
Hon.	Langevin	James R.		P	RI02	2022	6/7/2022	20021156
Hon.	Langevin	James R.		P	RI02	2022	7/11/2022	20021338
Hon.	Langevin	James R.		P	RI02	2022	8/3/2022	20021477
Mr.	Langford	David Keith	Jr.	D	CA06	2022	2/28/2022	40003317
	Langworthy	Nick		C	NY23	2022	7/6/2022	10049859
Dr.	Lankford	Keisha		C	TX30	2022	1/28/2022	10044480
Mr.	Larkin	Matt		C	WA08	2022	7/4/2022	10046889
Mr.	Larkin	Matt		X	WA08	2022	5/6/2022	30016502
	Larkins	Juddson		C	SC02	2022	5/13/2022	10048239
Hon.	Latta	Robert E.		P	OH05	2022	7/21/2022	20021415
	Lauf	Catalina		C	IL11	2022	6/4/2022	10046245
	Lauf	Catalina		X	IL11	2022	5/6/2022	30016375
	Lawler	Michael Vincent		X	NY17	2022	6/23/2022	30017455
